,Unnamed: 0,year,month,days,hour,minute,second,depth,latitude,longitude,magnitude,station,station_latitude,station_longitude,pga,sa0.01,sa0.02,sa0.03,sa0.05,sa0.07,sa0.1,sa0.15,sa0.2,sa0.25,sa0.3,sa0.4,sa0.5,sa0.75,sa1,sa1.5,sa2,sa3,sa4,sa5,sa7.5,sa10,Vs30,HVSRamp,fpeak,T*,P*,Rock/Soil,event_type,HypDist,RupDist,JBDist,XDist,Azimuth,RupDepth,Strike,Dip,Rake
6705,6705,2016,8,30,8,9,7,25.0,-34.9,-72.45,5.1,B05I,-36.54791641235352,-72.93598937988281,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12345,-12345,-12345.0,sVI,C,Rock,Inter,189.71,185.84,183.32,29.55,193.38,30.5,20.0,20.0,98.0
6719,6719,2016,2,10,11,10,59,16.0,-37.0,-73.61,4.6,B02I,-36.782745361328125,-73.10202026367188,0.00501,0.00501,0.0053,0.00568,0.00791,0.00951,0.0133,0.0163,0.0193,0.0105,0.00638,0.00491,0.00433,0.00257,0.000932,0.000306,0.000188,6.94e-05,3.52e-05,-12300.0,-12300.0,-12300.0,-12345,-12345,-12345.0,sIV,A,Soil,Inter,53.74,53.74,51.3,56.44,62.12,16.0,0.0,0.0,105.0
6720,6720,2016,7,4,23,2,24,90.5204,-20.72,-69.17,5.0,T07A,-20.25626945495605,-69.78594970703125,0.0267,0.0267,0.0271,0.0287,0.0397,0.0584,0.057,0.0916,0.0532,0.0417,0.0337,0.0184,0.0114,0.00337,0.00163,0.000699,0.000394,0.000161,-12300.0,-12300.0,-12300.0,-12300.0,326,3,2.87,sIV,C,Soil,Intra,122.31,122.31,82.25,68.44,308.52,90.5204,0.0,0.0,-90.0
6721,6721,2016,7,4,23,2,24,90.5204,-20.72,-69.17,5.0,T01A,-20.27290916442871,-70.122314453125,0.0177,0.0177,0.0189,0.0235,0.0361,0.0543,0.055,0.0385,0.0299,0.0184,0.0176,0.0114,0.00721,0.00181,0.000727,0.000269,0.000142,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,339,2,1.38,sIV,A,Soil,Intra,143.22,143.22,110.99,105.81,296.32,90.5204,0.0,0.0,-90.0
6722,6722,2016,7,4,23,2,24,90.5204,-20.72,-69.17,5.0,T13A,-20.496313095092773,-69.33745574951172,0.0484,0.0484,0.0511,0.0559,0.0777,0.109,0.175,0.105,0.0416,0.0298,0.0233,0.0179,0.0127,0.00351,0.00231,0.00084,0.000451,0.000188,-12300.0,-12300.0,-12300.0,-12300.0,378,1,8.65,sIV,B,Soil,Intra,95.46,95.46,30.3,18.61,324.79,90.5204,0.0,0.0,-90.0
6726,6726,2016,3,2,9,49,55,46.4,-18.64,-70.56,5.1,A08P,-18.479795455932617,-70.33098602294922,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,997,0,-,-12345,-12345,-12345,Inter,55.24,97.56,76.61,72.11,53.78,60.4,343.0,29.0,89.0
6727,6727,2016,3,2,9,49,55,46.4,-18.64,-70.56,5.1,T11A,-19.312414169311523,-69.42726135253906,0.0136,0.0136,0.0139,0.0144,0.0158,0.0222,0.0319,0.031,0.044,0.0255,0.025,0.0217,0.0127,0.00895,0.0078,0.00192,0.000666,0.00027,0.000153,-12300.0,-12300.0,-12300.0,-12345,-12345,-12345.0,sV,B,Soil,Inter,148.06,183.59,173.37,172.52,122.15,60.4,343.0,29.0,89.0
6728,6728,2016,3,2,9,49,55,46.4,-18.64,-70.56,5.1,A16P,-19.160036087036133,-70.17967224121094,0.0175,0.0175,0.0184,0.0227,0.0375,0.0556,0.0517,0.0427,0.0516,0.018,0.0141,0.00816,0.00388,0.00168,0.00199,0.000856,0.000382,0.000158,8.03e-05,5.18e-05,2.65e-05,-12300.0,-12345,-12345,-12345.0,sII,C,Soil,Inter,84.1,111.49,93.71,88.92,145.22,60.4,343.0,29.0,89.0
6729,6729,2016,8,4,14,15,11,258.1,-22.28,-65.95,6.0,T13A,-20.496309280395508,-69.33747100830078,0.0164,0.0164,0.0173,0.0215,0.0271,0.0406,0.0554,0.0405,0.0184,0.0123,0.0109,0.00809,0.00535,0.00216,0.00113,0.000566,0.000359,0.000186,6.76e-05,3.76e-05,2.1e-05,-12300.0,378,1,8.65,sIV,B,Soil,Deep,478.54,478.54,402.97,376.38,298.72,258.1,0.0,0.0,-400.0
6730,6730,2016,8,4,14,15,11,258.1,-22.28,-65.95,6.0,A16P,-19.1600284576416,-70.1796875,0.0152,0.0152,0.0158,0.0175,0.0276,0.029,0.0425,0.0535,0.0393,0.0222,0.0121,0.00873,0.00363,0.00196,0.000927,0.000475,0.00034,0.000119,5.18e-05,-12300.0,-12300.0,-12300.0,-12345,-12345,-12345.0,sII,C,Soil,Deep,616.41,616.41,559.77,469.96,307.33,258.1,0.0,0.0,-400.0
6731,6731,2016,8,4,14,15,11,258.1,-22.28,-65.95,6.0,A24F,-23.61029624938965,-70.26234436035156,0.00693,0.00692,0.00714,0.0075,0.00861,0.0149,0.0139,0.0217,0.0176,0.0101,0.0089,0.00682,0.00623,0.00307,0.00157,0.000672,0.000485,0.000195,0.000101,5.97e-05,-12300.0,-12300.0,-12345,-12345,-12345.0,sVI,A,Soil,Deep,532.83,532.83,466.15,479.14,250.75,258.1,0.0,0.0,-400.0
6732,6732,2016,8,4,14,15,11,258.1,-22.28,-65.95,6.0,T07A,-20.25626564025879,-69.78597259521484,0.0301,0.0301,0.0308,0.0317,0.0437,0.0601,0.0697,0.12,0.0562,0.0394,0.0413,0.0206,0.0139,0.00438,0.00267,0.000974,0.000526,0.00022,9.97e-05,-12300.0,-12300.0,-12300.0,326,3,2.87,sIV,C,Soil,Deep,524.67,524.67,456.8,426.21,298.67,258.1,0.0,0.0,-400.0
6734,6734,2016,8,4,14,15,11,258.1,-22.28,-65.95,6.0,A11F,-21.42489051818848,-70.0567855834961,0.0135,0.0135,0.0152,0.0179,0.0307,0.0486,0.0352,0.0279,0.0184,0.021,0.0159,0.00845,0.00428,0.00127,0.000976,0.000394,0.000212,0.000131,6.04e-05,3.07e-05,1.49e-05,-12300.0,-12345,-12345,-12345.0,sII,C,Soil,Deep,505.74,505.74,434.93,456.3,281.8,258.1,0.0,0.0,-400.0
6737,6737,2016,8,4,14,15,11,258.1,-22.28,-65.95,6.0,T01A,-20.27290916442871,-70.12230682373047,0.029,0.0289,0.0294,0.0331,0.035,0.0481,0.073,0.0822,0.0457,0.0308,0.0382,0.029,0.0189,0.00512,0.00302,0.00103,0.000727,0.000323,0.000141,7.87e-05,-12300.0,-12300.0,339,2,1.38,sIV,A,Soil,Deep,550.86,550.86,486.65,463.59,296.4,258.1,0.0,0.0,-400.0
6738,6738,2016,4,13,20,1,59,229.4,-20.88,-66.52,5.3,T01A,-20.27289772033692,-70.122314453125,0.00717,0.00718,0.0149,0.011,0.0128,0.0141,0.0191,0.0133,0.0136,0.0105,0.00884,0.00542,0.0039,0.00188,0.000671,0.000245,0.000134,4.71e-05,-12300.0,-12300.0,-12300.0,-12300.0,339,2,1.38,sIV,A,Soil,Deep,445.19,445.19,381.54,400.25,279.51,229.4,0.0,0.0,-400.0
6740,6740,2016,11,13,14,50,38,16.1415,-28.87,-71.45,4.6,C09O,-29.51056289672852,-71.20014953613281,0.00675,0.00675,0.00806,0.0108,0.0118,0.0158,0.0173,0.0259,0.0113,0.00484,0.00529,0.00262,0.00219,0.00131,0.000684,0.000223,0.000106,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,754,1,6.21,sII,B,Rock,Crustal,76.76,76.76,75.04,27.76,161.17,16.1415,0.0,0.0,-400.0
6741,6741,2016,11,13,14,50,38,16.1415,-28.87,-71.45,4.6,A25C,-28.955358505249023,-70.89570617675781,0.00634,0.00638,0.01,0.0165,0.0196,0.0142,0.021,0.00671,0.00436,0.00364,0.00305,0.00148,0.00121,0.000761,0.000377,0.000227,0.000116,4.61e-05,1.98e-05,-12300.0,-12300.0,-12300.0,-12345,-12345,-12345.0,sII,A,Soil,Crustal,57.2,57.2,54.88,61.59,100.06,16.1415,0.0,0.0,-400.0
6742,6742,2016,11,13,14,50,38,16.1415,-28.87,-71.45,4.6,C28O,-29.290576934814453,-71.30760955810547,0.00726,0.00725,0.00793,0.01,0.0169,0.0188,0.0206,0.0232,0.0155,0.00985,0.00702,0.00434,0.00261,0.00136,0.000926,0.000262,0.000148,6.28e-05,3.56e-05,2.23e-05,-12300.0,-12300.0,-12345,-12345,-12345.0,sIII,C,Soil,Crustal,51.24,51.24,48.63,15.82,163.47,16.1415,0.0,0.0,-400.0
6743,6743,2016,7,5,18,15,23,36.1082,-41.69,-73.85,4.5,L09L,-41.86520767211914,-73.82611846923828,0.0214,0.0214,0.0221,0.0234,0.0303,0.0498,0.101,0.0241,0.0104,0.01,0.00921,0.00567,0.00371,0.00134,0.000608,0.000249,0.000141,6.82e-05,-12300.0,-12300.0,-12300.0,-12300.0,182,2,2.85,-12345,-12345,-12345,Inter,41.07,41.07,19.56,2.65,174.18,36.1082,0.0,0.0,105.0
6745,6745,2016,11,30,13,14,11,108.6767,-21.06,-68.73,4.9,T13A,-20.496326446533203,-69.33746337890625,0.00741,0.00741,0.00808,0.0086,0.0109,0.0194,0.0267,0.0146,0.0127,0.0105,0.00797,0.00434,0.0033,0.00126,0.000747,0.000257,0.000134,5.06e-05,2.88e-05,-12300.0,-12300.0,-12300.0,378,1,8.65,sIV,B,Soil,Intra,140.38,138.19,69.23,50.83,314.51,119.6,110.0,83.0,-141.0
6750,6750,2016,12,25,14,1,34,111.9664,-19.98,-68.89,5.3,T13A,-20.496309280395508,-69.33746337890625,0.0167,0.0167,0.0176,0.0202,0.0266,0.0353,0.0594,0.0455,0.023,0.0281,0.0199,0.0172,0.0132,0.0078,0.00401,0.0016,0.000731,0.000319,0.000168,-12300.0,-12300.0,-12300.0,378,1,8.65,sIV,B,Soil,Intra,134.13,134.13,73.85,49.72,219.21,111.9664,0.0,0.0,-90.0
6752,6752,2016,12,25,14,1,34,111.9664,-19.98,-68.89,5.3,T07A,-20.25627517700196,-69.78594970703125,0.0213,0.0213,0.0216,0.022,0.0325,0.045,0.0463,0.0744,0.05,0.0357,0.0329,0.0253,0.0225,0.00592,0.00272,0.00107,0.000574,0.000231,0.000134,7.67e-05,-12300.0,-12300.0,326,3,2.87,sIV,C,Soil,Intra,149.16,149.16,98.55,99.55,251.77,111.9664,0.0,0.0,-90.0
6753,6753,2016,12,25,14,1,34,111.9664,-19.98,-68.89,5.3,A16P,-19.160045623779297,-70.17967224121094,0.00997,0.00997,0.0105,0.0105,0.0148,0.0194,0.0269,0.0417,0.0335,0.0148,0.00862,0.00469,0.00224,0.000843,0.000505,0.000231,0.000142,5.17e-05,3.01e-05,1.93e-05,-12300.0,-12300.0,-12345,-12345,-12345.0,sII,C,Soil,Intra,197.7,197.7,162.94,143.3,303.63,111.9664,0.0,0.0,-90.0
6755,6755,2016,6,5,15,5,35,106.1,-19.48,-69.11,5.3,A16P,-19.160022735595703,-70.17967224121094,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12345,-12345,-12345.0,sII,C,Soil,Intra,158.58,159.06,91.93,91.07,287.31,129.8,144.0,15.0,-114.0
6756,6756,2016,6,5,15,5,35,106.1,-19.48,-69.11,5.3,T13A,-20.49633026123047,-69.33747863769531,0.0142,0.0142,0.015,0.0163,0.0217,0.0306,0.0334,0.0329,0.0227,0.02,0.017,0.0182,0.015,0.00576,0.00311,0.0012,0.000554,0.000229,0.000123,-12300.0,-12300.0,-12300.0,378,1,8.65,sIV,B,Soil,Intra,156.47,173.99,115.86,2.5,191.91,129.8,144.0,15.0,-114.0
6757,6757,2016,6,5,15,5,35,106.1,-19.48,-69.11,5.3,T01A,-20.27292251586914,-70.1223373413086,0.0122,0.0122,0.0129,0.0163,0.0294,0.0352,0.0262,0.0205,0.016,0.0169,0.0154,0.0148,0.017,0.00591,0.00231,0.000915,0.000362,0.000169,7.96e-05,-12300.0,-12300.0,-12300.0,339,2,1.38,sIV,A,Soil,Intra,173.79,177.55,121.14,84.7,230.21,129.8,144.0,15.0,-114.0
6758,6758,2016,6,5,15,5,35,106.1,-19.48,-69.11,5.3,T07A,-20.256256103515625,-69.78596496582031,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,326,3,2.87,sIV,C,Soil,Intra,153.8,163.72,99.78,47.33,219.37,129.8,144.0,15.0,-114.0
6761,6761,2016,9,27,16,50,0,25.3494,-23.12,-70.57,4.6,A03F,-23.45322799682617,-70.44058990478516,0.00509,0.00509,0.0052,0.00538,0.00635,0.00877,0.0118,0.012,0.0139,0.0116,0.00604,0.00353,0.00313,0.00174,0.000749,0.00036,0.000157,0.000101,5.26e-05,2.86e-05,1.43e-05,-12300.0,-12345,-12345,-12345.0,sIII,B,Soil,Inter,46.69,46.69,39.21,14.38,160.29,25.3494,0.0,0.0,105.0
6762,6762,2016,10,31,5,44,33,107.1,-22.42,-68.66,5.1,A23F,-22.33690452575684,-68.65054321289062,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12345,-12345,-12345.0,sIV,B,Soil,Intra,107.5,136.91,12.89,3.27,6.04,136.3,238.0,18.0,-13.0
6763,6763,2016,10,31,5,44,33,107.1,-22.42,-68.66,5.1,A18F,-22.457069396972656,-68.92940521240234,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12345,-12345,-12345.0,sV,C,Rock,Intra,110.71,138.7,25.68,27.71,261.53,136.3,238.0,18.0,-13.0
6766,6766,2016,10,31,5,44,33,107.1,-22.42,-68.66,5.1,A20F,-22.453731536865234,-68.91006469726562,0.0256,0.0256,0.0273,0.0379,0.0787,0.0714,0.0781,0.0665,0.0209,0.0133,0.0136,0.0164,0.0169,0.0143,0.00904,0.0029,0.00139,0.000513,0.000258,-12300.0,-12300.0,-12300.0,-12345,-12345,-12345.0,sII,C,Soil,Intra,110.21,138.34,23.68,25.56,261.7,136.3,238.0,18.0,-13.0
6767,6767,2016,11,3,12,44,3,108.3313,-19.35,-69.34,5.0,T07A,-20.25624084472656,-69.78596496582031,0.0087,0.0087,0.00909,0.0109,0.0162,0.0265,0.027,0.029,0.0133,0.00986,0.0109,0.00539,0.00259,0.000924,0.000531,0.000226,0.00014,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,326,3,2.87,sIV,C,Soil,Intra,154.87,174.67,117.77,32.88,204.9,129.0,156.0,12.0,-108.0
6768,6768,2016,11,3,12,44,3,108.3313,-19.35,-69.34,5.0,A12P,-18.452621459960938,-70.06678771972656,0.00828,0.00828,0.00974,0.0126,0.0167,0.0339,0.0204,0.0195,0.0113,0.01,0.00514,0.00365,0.00474,0.0035,0.00173,0.000667,0.000387,0.00011,5.87e-05,3.71e-05,-12300.0,-12300.0,560,1,2.20,-12345,-12345,-12345,Intra,165.73,166.55,105.35,64.09,322.25,129.0,156.0,12.0,-108.0
6769,6769,2016,11,3,12,44,3,108.3313,-19.35,-69.34,5.0,A16P,-19.160053253173828,-70.17967224121094,0.0179,0.0179,0.0199,0.0214,0.0405,0.0445,0.0439,0.0461,0.0227,0.0101,0.00612,0.00372,0.00181,0.000944,0.000455,0.000259,0.000146,5.35e-05,2.29e-05,-12300.0,-12300.0,-12300.0,-12345,-12345,-12345.0,sII,C,Soil,Intra,141.32,148.2,72.94,76.63,283.26,129.0,156.0,12.0,-108.0
6771,6771,2016,5,11,17,59,39,25.0271,-27.93,-71.2,4.6,A22C,-28.75487899780273,-70.48554229736328,0.00645,0.00645,0.00659,0.00704,0.00832,0.00946,0.015,0.0214,0.0167,0.00946,0.0101,0.00556,0.00232,0.000919,0.00033,0.000135,7.41e-05,2.8e-05,-12300.0,-12300.0,-12300.0,-12300.0,-12345,-12345,-12345.0,sIII,B,Soil,Inter,117.86,117.86,115.17,79.38,142.71,25.0271,0.0,0.0,105.0
6773,6773,2016,9,8,2,34,4,120.9237,-21.79,-68.64,5.0,A20F,-22.45373916625977,-68.91007995605469,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12345,-12345,-12345.0,sII,C,Soil,Intra,144.22,171.78,95.62,34.45,200.71,142.7,29.0,87.0,-40.0
6774,6774,2016,7,12,2,23,27,60.0042,-42.22,-73.34,4.5,L09L,-41.86521911621094,-73.82610321044922,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,182,2,2.85,-12345,-12345,-12345,Intra,82.3,82.3,56.33,54.01,314.23,60.0042,0.0,0.0,-90.0
6775,6775,2016,3,3,18,51,1,108.1867,-19.13,-69.26,4.7,T11A,-19.31243324279785,-69.42728424072266,0.0259,0.026,0.0265,0.0282,0.0307,0.0448,0.0528,0.0625,0.0913,0.0715,0.0444,0.0171,0.00998,0.00643,0.0055,0.00104,0.000456,0.000181,-12300.0,-12300.0,-12300.0,-12300.0,-12345,-12345,-12345.0,sV,B,Soil,Intra,111.45,111.45,26.78,18.59,221.03,108.1867,0.0,0.0,-90.0
6776,6776,2016,3,3,18,51,1,108.1867,-19.13,-69.26,4.7,A16P,-19.16004943847656,-70.17969512939453,0.00841,0.00841,0.00881,0.0101,0.0158,0.0229,0.0213,0.0218,0.0233,0.0107,0.00601,0.00219,0.00129,0.000549,0.000308,0.000131,7.97e-05,2.81e-05,-12300.0,-12300.0,-12300.0,-12300.0,-12345,-12345,-12345.0,sII,C,Soil,Intra,145.18,145.18,96.81,102.19,267.88,108.1867,0.0,0.0,-90.0
6779,6779,2016,2,24,17,2,4,29.5345,-29.96,-71.66,4.7,C22O,-29.965505599975582,-71.35114288330078,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,1228,0,-,sI,-,Soil,Inter,41.97,41.97,29.82,34.32,91.25,29.5345,0.0,0.0,105.0
6780,6780,2016,2,24,17,2,4,29.5345,-29.96,-71.66,4.7,C19O,-30.09343719482422,-71.36896514892578,0.012,0.012,0.0135,0.0217,0.0307,0.0398,0.0283,0.0156,0.0135,0.0128,0.00995,0.00499,0.00297,0.00169,0.00102,0.000397,0.000214,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,1106,0,-,sI,-,Rock,Inter,43.35,43.35,31.73,32.34,117.86,29.5345,0.0,0.0,105.0
6781,6781,2016,2,24,17,2,4,29.5345,-29.96,-71.66,4.7,C04O,-29.94233131408692,-71.26317596435547,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,475,2,0.87,sV,B,Soil,Inter,48.41,48.41,38.36,44.09,87.17,29.5345,0.0,0.0,105.0
6782,6782,2016,2,24,17,2,4,29.5345,-29.96,-71.66,4.7,C26O,-30.258968353271484,-71.49043273925781,0.0112,0.0111,0.0208,0.02,0.0332,0.0268,0.0264,0.0225,0.0138,0.00679,0.00613,0.00626,0.00585,0.00245,0.00138,0.000488,0.000251,0.00011,5.22e-05,3.17e-05,1.28e-05,-12300.0,364,3,1.87,sIV,C,Soil,Inter,47.31,47.31,36.95,18.84,153.79,29.5345,0.0,0.0,105.0
6783,6783,2016,2,24,17,2,4,29.5345,-29.96,-71.66,4.7,C01O,-29.87697982788086,-71.23790740966797,0.0573,0.0573,0.0595,0.0623,0.0973,0.144,0.111,0.152,0.113,0.0645,0.0371,0.0129,0.00805,0.00444,0.00244,0.000906,0.000509,0.000229,0.000131,8.53e-05,3.91e-05,2.15e-05,447,1,1.04,sVI,B,Rock,Inter,51.17,51.17,41.79,46.9,77.38,29.5345,0.0,0.0,105.0
6784,6784,2016,2,24,17,2,4,29.5345,-29.96,-71.66,4.7,C09O,-29.51055908203125,-71.2001724243164,0.00813,0.00815,0.00919,0.0124,0.033,0.0209,0.018,0.0151,0.00912,0.00607,0.00339,0.00154,0.000932,0.000447,0.000238,9.24e-05,5.91e-05,3.45e-05,1.74e-05,1.01e-05,3.99e-06,-12300.0,754,1,6.21,sII,B,Rock,Inter,73.03,73.03,66.79,51.09,41.88,29.5345,0.0,0.0,105.0
6785,6785,2016,2,24,17,2,4,29.5345,-29.96,-71.66,4.7,C20O,-29.96816635131836,-71.33740234375,0.0268,0.0268,0.0296,0.0494,0.0672,0.0918,0.0604,0.042,0.0402,0.0186,0.0212,0.0191,0.01,0.0161,0.00699,0.00205,0.000815,0.000328,0.000172,9.83e-05,4.15e-05,-12300.0,737,2,1.24,sV,C,Soil,Inter,42.93,42.93,31.15,35.84,91.75,29.5345,0.0,0.0,105.0
6786,6786,2016,2,24,17,2,4,29.5345,-29.96,-71.66,4.7,C06O,-29.917892456054688,-71.20088195800781,0.0124,0.0124,0.013,0.0163,0.0242,0.0248,0.0312,0.0244,0.0376,0.0295,0.0202,0.00722,0.00794,0.00326,0.0017,0.000729,0.000356,0.00013,7.13e-05,4.74e-05,-12300.0,-12300.0,-12345,-12345,-12345.0,sI,-,Rock,Inter,53.47,53.47,44.57,51.01,84.1,29.5345,0.0,0.0,105.0
6787,6787,2016,2,24,17,2,4,29.5345,-29.96,-71.66,4.7,C33O,-29.91073036193848,-71.25086212158203,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,587,1,3.20,sIII,B,Rock,Inter,49.62,49.62,39.88,45.46,82.23,29.5345,0.0,0.0,105.0
6788,6788,2016,2,24,17,2,4,29.5345,-29.96,-71.66,4.7,C18O,-30.27777862548828,-70.66920471191406,0.00919,0.00919,0.0105,0.0137,0.0233,0.0183,0.0204,0.024,0.0173,0.00901,0.00775,0.00227,0.00135,0.000532,0.000336,0.000135,6.15e-05,2.84e-05,-12300.0,-12300.0,-12300.0,-12300.0,-12345,-12345,-12345.0,sII,C,Soil,Inter,105.97,105.97,101.77,110.09,110.5,29.5345,0.0,0.0,105.0
6789,6789,2016,9,7,20,3,23,101.4,-20.02,-69.0,5.3,T07A,-20.25624084472656,-69.78596496582031,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,326,3,2.87,sIV,C,Soil,Intra,133.11,140.57,62.32,59.55,252.21,126.0,144.0,22.0,-99.0
6790,6790,2016,9,7,20,3,23,101.4,-20.02,-69.0,5.3,T13A,-20.496315002441406,-69.33746337890625,0.0621,0.062,0.0661,0.0787,0.105,0.198,0.228,0.122,0.0686,0.0619,0.0569,0.0293,0.0236,0.00549,0.0035,0.00166,0.00112,0.00045,-12300.0,-12300.0,-12300.0,-12300.0,378,1,8.65,sIV,B,Soil,Intra,119.61,137.32,54.61,9.72,213.71,126.0,144.0,22.0,-99.0
6791,6791,2016,9,7,20,3,23,101.4,-20.02,-69.0,5.3,A16P,-19.160036087036133,-70.1796646118164,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12345,-12345,-12345.0,sII,C,Soil,Intra,186.18,185.05,135.52,103.3,307.37,126.0,144.0,22.0,-99.0
6794,6794,2016,9,7,20,3,23,101.4,-20.02,-69.0,5.3,T09A,-19.595748901367188,-70.21083068847656,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,1584,0,-,sI,-,Rock,Intra,169.06,167.67,110.63,106.76,290.11,126.0,144.0,22.0,-99.0
6795,6795,2016,1,13,12,20,40,53.9034,-19.29,-70.13,4.8,T01A,-20.272926330566406,-70.122314453125,0.0132,0.0132,0.0176,0.0281,0.036,0.0332,0.0431,0.0245,0.0254,0.0139,0.0124,0.00918,0.00691,0.00246,0.000781,0.000284,0.000131,6.28e-05,3.29e-05,2.15e-05,-12300.0,-12300.0,339,2,1.38,sIV,A,Soil,Intra,121.43,121.43,108.81,0.85,179.58,53.9034,0.0,0.0,-90.0
6796,6796,2016,1,13,12,20,40,53.9034,-19.29,-70.13,4.8,T07A,-20.25626945495605,-69.78597259521484,0.00677,0.00676,0.00811,0.00953,0.0141,0.0214,0.0203,0.015,0.00969,0.00726,0.00443,0.00298,0.00217,0.000901,0.00035,0.000133,6.09e-05,-12300.0,-12300.0,-12300.0,-12300.0,-12300.0,326,3,2.87,sIV,C,Soil,Intra,125.09,125.09,112.88,38.22,161.43,53.9034,0.0,0.0,-90.0
6797,6797,2016,1,13,12,20,40,53.9034,-19.29,-70.13,4.8,T20A,-19.924392700195312,-69.51191711425781,0.0163,0.0163,0.0181,0.023,0.0331,0.0524,0.0504,0.0312,0.0492,0.0222,0.00901,0.00401,0.0023,0.000983,0.00072,0.000418,0.000205,8.27e-05,4.22e-05,2.52e-05,9.99e-06,-12300.0,517,2,6.50,-12345,-12345,-12345,Intra,109.73,109.73,95.58,68.68,137.39,53.9034,0.0,0.0,-90.0
6798,6798,2016,1,13,12,20,40,53.9034,-19.29,-70.13,4.8,T09A,-19.59576416015625,-70.21086120605469,0.0584,0.0581,0.111,0.163,0.0833,0.054,0.031,0.0236,0.0211,0.0154,0.0105,0.0062,0.00335,0.00119,0.000729,0.000301,0.000178,6.6e-05,3.45e-05,2.22e-05,9.97e-06,-12300.0,1584,0,-,sI,-,Rock,Intra,64.21,64.21,34.9,8.98,194.07,53.9034,0.0,0.0,-90.0
